,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation,continent
295,Antigua and Barbuda,1987,male,25-34 years,0,5893,0.0,"337,174,852",5595,Boomers,North America
296,Antigua and Barbuda,1987,male,35-54 years,0,5927,0.0,"337,174,852",5595,Silent,North America
297,Antigua and Barbuda,1987,male,5-14 years,0,6499,0.0,"337,174,852",5595,Generation X,North America
298,Antigua and Barbuda,1987,male,55-74 years,0,2798,0.0,"337,174,852",5595,G.I. Generation,North America
299,Antigua and Barbuda,1987,male,75+ years,0,538,0.0,"337,174,852",5595,G.I. Generation,North America
300,Antigua and Barbuda,1988,female,15-24 years,0,7413,0.0,"398,637,741",6693,Generation X,North America
301,Antigua and Barbuda,1988,female,25-34 years,0,6041,0.0,"398,637,741",6693,Boomers,North America
302,Antigua and Barbuda,1988,female,35-54 years,0,6021,0.0,"398,637,741",6693,Silent,North America
303,Antigua and Barbuda,1988,female,5-14 years,0,6527,0.0,"398,637,741",6693,Generation X,North America
304,Antigua and Barbuda,1988,female,55-74 years,0,3708,0.0,"398,637,741",6693,G.I. Generation,North America
305,Antigua and Barbuda,1988,female,75+ years,0,1141,0.0,"398,637,741",6693,G.I. Generation,North America
306,Antigua and Barbuda,1988,male,15-24 years,0,7209,0.0,"398,637,741",6693,Generation X,North America
307,Antigua and Barbuda,1988,male,25-34 years,0,5826,0.0,"398,637,741",6693,Boomers,North America
308,Antigua and Barbuda,1988,male,35-54 years,0,5907,0.0,"398,637,741",6693,Silent,North America
309,Antigua and Barbuda,1988,male,5-14 years,0,6355,0.0,"398,637,741",6693,Generation X,North America
310,Antigua and Barbuda,1988,male,55-74 years,0,2813,0.0,"398,637,741",6693,G.I. Generation,North America
311,Antigua and Barbuda,1988,male,75+ years,0,603,0.0,"398,637,741",6693,G.I. Generation,North America
312,Antigua and Barbuda,1989,female,15-24 years,0,7152,0.0,"438,794,778",7407,Generation X,North America
313,Antigua and Barbuda,1989,female,25-34 years,0,6059,0.0,"438,794,778",7407,Boomers,North America
314,Antigua and Barbuda,1989,female,35-54 years,0,5969,0.0,"438,794,778",7407,Silent,North America
315,Antigua and Barbuda,1989,female,5-14 years,0,6621,0.0,"438,794,778",7407,Generation X,North America
316,Antigua and Barbuda,1989,female,55-74 years,0,3696,0.0,"438,794,778",7407,G.I. Generation,North America
317,Antigua and Barbuda,1989,female,75+ years,0,1195,0.0,"438,794,778",7407,G.I. Generation,North America
318,Antigua and Barbuda,1989,male,15-24 years,0,6927,0.0,"438,794,778",7407,Generation X,North America
319,Antigua and Barbuda,1989,male,25-34 years,0,5835,0.0,"438,794,778",7407,Boomers,North America
320,Antigua and Barbuda,1989,male,35-54 years,0,5862,0.0,"438,794,778",7407,Silent,North America
321,Antigua and Barbuda,1989,male,5-14 years,0,6403,0.0,"438,794,778",7407,Generation X,North America
322,Antigua and Barbuda,1989,male,55-74 years,0,2843,0.0,"438,794,778",7407,G.I. Generation,North America
323,Antigua and Barbuda,1989,male,75+ years,0,676,0.0,"438,794,778",7407,G.I. Generation,North America
324,Antigua and Barbuda,1990,male,35-54 years,1,5799,17.24,"459,469,074",7744,Silent,North America
325,Antigua and Barbuda,1990,female,15-24 years,0,6827,0.0,"459,469,074",7744,Generation X,North America
326,Antigua and Barbuda,1990,female,25-34 years,0,6172,0.0,"459,469,074",7744,Boomers,North America
327,Antigua and Barbuda,1990,female,35-54 years,0,5895,0.0,"459,469,074",7744,Silent,North America
328,Antigua and Barbuda,1990,female,5-14 years,0,6877,0.0,"459,469,074",7744,Generation X,North America
329,Antigua and Barbuda,1990,female,55-74 years,0,3706,0.0,"459,469,074",7744,G.I. Generation,North America
330,Antigua and Barbuda,1990,female,75+ years,0,1252,0.0,"459,469,074",7744,G.I. Generation,North America
331,Antigua and Barbuda,1990,male,15-24 years,0,6598,0.0,"459,469,074",7744,Generation X,North America
332,Antigua and Barbuda,1990,male,25-34 years,0,5937,0.0,"459,469,074",7744,Boomers,North America
333,Antigua and Barbuda,1990,male,5-14 years,0,6611,0.0,"459,469,074",7744,Generation X,North America
334,Antigua and Barbuda,1990,male,55-74 years,0,2902,0.0,"459,469,074",7744,G.I. Generation,North America
335,Antigua and Barbuda,1990,male,75+ years,0,758,0.0,"459,469,074",7744,G.I. Generation,North America
336,Antigua and Barbuda,1991,female,15-24 years,0,6595,0.0,"481,706,333",7976,Generation X,North America
337,Antigua and Barbuda,1991,female,25-34 years,0,6396,0.0,"481,706,333",7976,Boomers,North America
338,Antigua and Barbuda,1991,female,35-54 years,0,6198,0.0,"481,706,333",7976,Boomers,North America
339,Antigua and Barbuda,1991,female,5-14 years,0,7089,0.0,"481,706,333",7976,Millenials,North America
340,Antigua and Barbuda,1991,female,55-74 years,0,3665,0.0,"481,706,333",7976,Silent,North America
341,Antigua and Barbuda,1991,female,75+ years,0,1293,0.0,"481,706,333",7976,G.I. Generation,North America
342,Antigua and Barbuda,1991,male,15-24 years,0,6401,0.0,"481,706,333",7976,Generation X,North America
343,Antigua and Barbuda,1991,male,25-34 years,0,6156,0.0,"481,706,333",7976,Boomers,North America
344,Antigua and Barbuda,1991,male,35-54 years,0,6122,0.0,"481,706,333",7976,Boomers,North America
345,Antigua and Barbuda,1991,male,5-14 years,0,6818,0.0,"481,706,333",7976,Millenials,North America
346,Antigua and Barbuda,1991,male,55-74 years,0,2857,0.0,"481,706,333",7976,Silent,North America
347,Antigua and Barbuda,1991,male,75+ years,0,804,0.0,"481,706,333",7976,G.I. Generation,North America
348,Antigua and Barbuda,1992,female,15-24 years,0,6369,0.0,"499,281,148",8087,Generation X,North America
349,Antigua and Barbuda,1992,female,25-34 years,0,6650,0.0,"499,281,148",8087,Boomers,North America
350,Antigua and Barbuda,1992,female,35-54 years,0,6534,0.0,"499,281,148",8087,Boomers,North America
351,Antigua and Barbuda,1992,female,5-14 years,0,7311,0.0,"499,281,148",8087,Millenials,North America
352,Antigua and Barbuda,1992,female,55-74 years,0,3648,0.0,"499,281,148",8087,Silent,North America
353,Antigua and Barbuda,1992,female,75+ years,0,1339,0.0,"499,281,148",8087,G.I. Generation,North America
354,Antigua and Barbuda,1992,male,15-24 years,0,6221,0.0,"499,281,148",8087,Generation X,North America
355,Antigua and Barbuda,1992,male,25-34 years,0,6409,0.0,"499,281,148",8087,Boomers,North America
356,Antigua and Barbuda,1992,male,35-54 years,0,6497,0.0,"499,281,148",8087,Boomers,North America
357,Antigua and Barbuda,1992,male,5-14 years,0,7059,0.0,"499,281,148",8087,Millenials,North America
358,Antigua and Barbuda,1992,male,55-74 years,0,2851,0.0,"499,281,148",8087,Silent,North America
359,Antigua and Barbuda,1992,male,75+ years,0,853,0.0,"499,281,148",8087,G.I. Generation,North America
360,Antigua and Barbuda,1993,male,25-34 years,1,6668,15.0,"535,172,778",8453,Boomers,North America
361,Antigua and Barbuda,1993,female,15-24 years,0,6182,0.0,"535,172,778",8453,Generation X,North America
362,Antigua and Barbuda,1993,female,25-34 years,0,6914,0.0,"535,172,778",8453,Boomers,North America
363,Antigua and Barbuda,1993,female,35-54 years,0,6917,0.0,"535,172,778",8453,Boomers,North America
364,Antigua and Barbuda,1993,female,5-14 years,0,7529,0.0,"535,172,778",8453,Millenials,North America
365,Antigua and Barbuda,1993,female,55-74 years,0,3662,0.0,"535,172,778",8453,Silent,North America
366,Antigua and Barbuda,1993,female,75+ years,0,1386,0.0,"535,172,778",8453,G.I. Generation,North America
367,Antigua and Barbuda,1993,male,15-24 years,0,6069,0.0,"535,172,778",8453,Generation X,North America
368,Antigua and Barbuda,1993,male,35-54 years,0,6915,0.0,"535,172,778",8453,Boomers,North America
369,Antigua and Barbuda,1993,male,5-14 years,0,7298,0.0,"535,172,778",8453,Millenials,North America
370,Antigua and Barbuda,1993,male,55-74 years,0,2879,0.0,"535,172,778",8453,Silent,North America
371,Antigua and Barbuda,1993,male,75+ years,0,896,0.0,"535,172,778",8453,G.I. Generation,North America
372,Antigua and Barbuda,1994,female,15-24 years,0,6083,0.0,"589,429,593",9062,Generation X,North America
373,Antigua and Barbuda,1994,female,25-34 years,0,7151,0.0,"589,429,593",9062,Boomers,North America
374,Antigua and Barbuda,1994,female,35-54 years,0,7357,0.0,"589,429,593",9062,Boomers,North America
375,Antigua and Barbuda,1994,female,5-14 years,0,7722,0.0,"589,429,593",9062,Millenials,North America
376,Antigua and Barbuda,1994,female,55-74 years,0,3715,0.0,"589,429,593",9062,Silent,North America
377,Antigua and Barbuda,1994,female,75+ years,0,1437,0.0,"589,429,593",9062,G.I. Generation,North America
378,Antigua and Barbuda,1994,male,15-24 years,0,5976,0.0,"589,429,593",9062,Generation X,North America
379,Antigua and Barbuda,1994,male,25-34 years,0,6886,0.0,"589,429,593",9062,Boomers,North America
380,Antigua and Barbuda,1994,male,35-54 years,0,7359,0.0,"589,429,593",9062,Boomers,North America
381,Antigua and Barbuda,1994,male,5-14 years,0,7494,0.0,"589,429,593",9062,Millenials,North America
382,Antigua and Barbuda,1994,male,55-74 years,0,2935,0.0,"589,429,593",9062,Silent,North America
383,Antigua and Barbuda,1994,male,75+ years,0,929,0.0,"589,429,593",9062,G.I. Generation,North America
384,Antigua and Barbuda,1995,female,15-24 years,0,6099,0.0,"577,280,741",8636,Generation X,North America
385,Antigua and Barbuda,1995,female,25-34 years,0,7333,0.0,"577,280,741",8636,Generation X,North America
386,Antigua and Barbuda,1995,female,35-54 years,0,7851,0.0,"577,280,741",8636,Boomers,North America
387,Antigua and Barbuda,1995,female,5-14 years,0,7885,0.0,"577,280,741",8636,Millenials,North America
388,Antigua and Barbuda,1995,female,55-74 years,0,3808,0.0,"577,280,741",8636,Silent,North America
389,Antigua and Barbuda,1995,female,75+ years,0,1488,0.0,"577,280,741",8636,G.I. Generation,North America
390,Antigua and Barbuda,1995,male,15-24 years,0,5953,0.0,"577,280,741",8636,Generation X,North America
391,Antigua and Barbuda,1995,male,25-34 years,0,7023,0.0,"577,280,741",8636,Generation X,North America
392,Antigua and Barbuda,1995,male,35-54 years,0,7809,0.0,"577,280,741",8636,Boomers,North America
393,Antigua and Barbuda,1995,male,5-14 years,0,7632,0.0,"577,280,741",8636,Millenials,North America
394,Antigua and Barbuda,1995,male,55-74 years,0,3021,0.0,"577,280,741",8636,Silent,North America
395,Antigua and Barbuda,1995,male,75+ years,0,944,0.0,"577,280,741",8636,G.I. Generation,North America
396,Antigua and Barbuda,1998,female,15-24 years,0,6529,0.0,"727,860,593",10078,Generation X,North America
397,Antigua and Barbuda,1998,female,25-34 years,0,8332,0.0,"727,860,593",10078,Generation X,North America
398,Antigua and Barbuda,1998,female,35-54 years,0,9615,0.0,"727,860,593",10078,Boomers,North America
399,Antigua and Barbuda,1998,female,5-14 years,0,8183,0.0,"727,860,593",10078,Millenials,North America
400,Antigua and Barbuda,1998,female,55-74 years,0,3921,0.0,"727,860,593",10078,Silent,North America
401,Antigua and Barbuda,1998,female,75+ years,0,1476,0.0,"727,860,593",10078,G.I. Generation,North America
402,Antigua and Barbuda,1998,male,15-24 years,0,5916,0.0,"727,860,593",10078,Generation X,North America
403,Antigua and Barbuda,1998,male,25-34 years,0,7294,0.0,"727,860,593",10078,Generation X,North America
404,Antigua and Barbuda,1998,male,35-54 years,0,9086,0.0,"727,860,593",10078,Boomers,North America
405,Antigua and Barbuda,1998,male,5-14 years,0,7706,0.0,"727,860,593",10078,Millenials,North America
406,Antigua and Barbuda,1998,male,55-74 years,0,3213,0.0,"727,860,593",10078,Silent,North America
407,Antigua and Barbuda,1998,male,75+ years,0,954,0.0,"727,860,593",10078,G.I. Generation,North America
408,Antigua and Barbuda,1999,female,15-24 years,0,6589,0.0,"766,198,926",10378,Generation X,North America
409,Antigua and Barbuda,1999,female,25-34 years,0,8526,0.0,"766,198,926",10378,Generation X,North America
410,Antigua and Barbuda,1999,female,35-54 years,0,10311,0.0,"766,198,926",10378,Boomers,North America
411,Antigua and Barbuda,1999,female,5-14 years,0,8314,0.0,"766,198,926",10378,Millenials,North America
412,Antigua and Barbuda,1999,female,55-74 years,0,3968,0.0,"766,198,926",10378,Silent,North America
413,Antigua and Barbuda,1999,female,75+ years,0,1451,0.0,"766,198,926",10378,G.I. Generation,North America
414,Antigua and Barbuda,1999,male,15-24 years,0,5845,0.0,"766,198,926",10378,Generation X,North America
415,Antigua and Barbuda,1999,male,25-34 years,0,7263,0.0,"766,198,926",10378,Generation X,North America
416,Antigua and Barbuda,1999,male,35-54 years,0,9537,0.0,"766,198,926",10378,Boomers,North America
417,Antigua and Barbuda,1999,male,5-14 years,0,7805,0.0,"766,198,926",10378,Millenials,North America
418,Antigua and Barbuda,1999,male,55-74 years,0,3276,0.0,"766,198,926",10378,Silent,North America
419,Antigua and Barbuda,1999,male,75+ years,0,947,0.0,"766,198,926",10378,G.I. Generation,North America
420,Antigua and Barbuda,2000,male,55-74 years,1,3333,30.0,"830,158,778",11021,Silent,North America
421,Antigua and Barbuda,2000,male,35-54 years,1,10033,9.97,"830,158,778",11021,Boomers,North America
422,Antigua and Barbuda,2000,female,15-24 years,0,6616,0.0,"830,158,778",11021,Generation X,North America
423,Antigua and Barbuda,2000,female,25-34 years,0,8595,0.0,"830,158,778",11021,Generation X,North America
424,Antigua and Barbuda,2000,female,35-54 years,0,11040,0.0,"830,158,778",11021,Boomers,North America
425,Antigua and Barbuda,2000,female,5-14 years,0,8439,0.0,"830,158,778",11021,Millenials,North America
426,Antigua and Barbuda,2000,female,55-74 years,0,3986,0.0,"830,158,778",11021,Silent,North America
427,Antigua and Barbuda,2000,female,75+ years,0,1413,0.0,"830,158,778",11021,G.I. Generation,North America
428,Antigua and Barbuda,2000,male,15-24 years,0,5783,0.0,"830,158,778",11021,Generation X,North America
429,Antigua and Barbuda,2000,male,25-34 years,0,7177,0.0,"830,158,778",11021,Generation X,North America
430,Antigua and Barbuda,2000,male,5-14 years,0,7973,0.0,"830,158,778",11021,Millenials,North America
431,Antigua and Barbuda,2000,male,75+ years,0,938,0.0,"830,158,778",11021,G.I. Generation,North America
432,Antigua and Barbuda,2001,male,35-54 years,2,10281,19.45,"800,740,259",10468,Boomers,North America
433,Antigua and Barbuda,2001,female,15-24 years,0,6902,0.0,"800,740,259",10468,Millenials,North America
434,Antigua and Barbuda,2001,female,25-34 years,0,8425,0.0,"800,740,259",10468,Generation X,North America
435,Antigua and Barbuda,2001,female,35-54 years,0,11402,0.0,"800,740,259",10468,Boomers,North America
436,Antigua and Barbuda,2001,female,5-14 years,0,8428,0.0,"800,740,259",10468,Millenials,North America
437,Antigua and Barbuda,2001,female,55-74 years,0,4037,0.0,"800,740,259",10468,Silent,North America
438,Antigua and Barbuda,2001,female,75+ years,0,1487,0.0,"800,740,259",10468,Silent,North America
439,Antigua and Barbuda,2001,male,15-24 years,0,6084,0.0,"800,740,259",10468,Millenials,North America
440,Antigua and Barbuda,2001,male,25-34 years,0,7071,0.0,"800,740,259",10468,Generation X,North America
441,Antigua and Barbuda,2001,male,5-14 years,0,7958,0.0,"800,740,259",10468,Millenials,North America
442,Antigua and Barbuda,2001,male,55-74 years,0,3442,0.0,"800,740,259",10468,Silent,North America
443,Antigua and Barbuda,2001,male,75+ years,0,980,0.0,"800,740,259",10468,Silent,North America
444,Antigua and Barbuda,2002,female,15-24 years,0,7196,0.0,"814,615,333",10499,Millenials,North America
445,Antigua and Barbuda,2002,female,25-34 years,0,8155,0.0,"814,615,333",10499,Generation X,North America
446,Antigua and Barbuda,2002,female,35-54 years,0,11760,0.0,"814,615,333",10499,Boomers,North America
447,Antigua and Barbuda,2002,female,5-14 years,0,8408,0.0,"814,615,333",10499,Millenials,North America
448,Antigua and Barbuda,2002,female,55-74 years,0,4050,0.0,"814,615,333",10499,Silent,North America
449,Antigua and Barbuda,2002,female,75+ years,0,1547,0.0,"814,615,333",10499,Silent,North America
450,Antigua and Barbuda,2002,male,15-24 years,0,6416,0.0,"814,615,333",10499,Millenials,North America
451,Antigua and Barbuda,2002,male,25-34 years,0,6921,0.0,"814,615,333",10499,Generation X,North America
452,Antigua and Barbuda,2002,male,35-54 years,0,10604,0.0,"814,615,333",10499,Boomers,North America
453,Antigua and Barbuda,2002,male,5-14 years,0,7980,0.0,"814,615,333",10499,Millenials,North America
454,Antigua and Barbuda,2002,male,55-74 years,0,3527,0.0,"814,615,333",10499,Silent,North America
455,Antigua and Barbuda,2002,male,75+ years,0,1024,0.0,"814,615,333",10499,Silent,North America
456,Antigua and Barbuda,2003,male,55-74 years,1,3594,27.82,"855,643,111",10878,Silent,North America
457,Antigua and Barbuda,2003,female,15-24 years,0,7454,0.0,"855,643,111",10878,Millenials,North America
458,Antigua and Barbuda,2003,female,25-34 years,0,7831,0.0,"855,643,111",10878,Generation X,North America
459,Antigua and Barbuda,2003,female,35-54 years,0,12129,0.0,"855,643,111",10878,Boomers,North America
460,Antigua and Barbuda,2003,female,5-14 years,0,8423,0.0,"855,643,111",10878,Millenials,North America
461,Antigua and Barbuda,2003,female,55-74 years,0,4054,0.0,"855,643,111",10878,Silent,North America
462,Antigua and Barbuda,2003,female,75+ years,0,1583,0.0,"855,643,111",10878,Silent,North America
463,Antigua and Barbuda,2003,male,15-24 years,0,6730,0.0,"855,643,111",10878,Millenials,North America
464,Antigua and Barbuda,2003,male,25-34 years,0,6734,0.0,"855,643,111",10878,Generation X,North America
465,Antigua and Barbuda,2003,male,35-54 years,0,10997,0.0,"855,643,111",10878,Boomers,North America
466,Antigua and Barbuda,2003,male,5-14 years,0,8061,0.0,"855,643,111",10878,Millenials,North America
467,Antigua and Barbuda,2003,male,75+ years,0,1068,0.0,"855,643,111",10878,Silent,North America
468,Antigua and Barbuda,2004,male,55-74 years,1,3665,27.29,"919,577,148",11535,Silent,North America
469,Antigua and Barbuda,2004,male,35-54 years,1,11406,8.77,"919,577,148",11535,Boomers,North America
470,Antigua and Barbuda,2004,female,15-24 years,0,7648,0.0,"919,577,148",11535,Millenials,North America
471,Antigua and Barbuda,2004,female,25-34 years,0,7531,0.0,"919,577,148",11535,Generation X,North America
472,Antigua and Barbuda,2004,female,35-54 years,0,12492,0.0,"919,577,148",11535,Boomers,North America
473,Antigua and Barbuda,2004,female,5-14 years,0,8488,0.0,"919,577,148",11535,Millenials,North America
474,Antigua and Barbuda,2004,female,55-74 years,0,4088,0.0,"919,577,148",11535,Silent,North America
475,Antigua and Barbuda,2004,female,75+ years,0,1590,0.0,"919,577,148",11535,Silent,North America
476,Antigua and Barbuda,2004,male,15-24 years,0,6968,0.0,"919,577,148",11535,Millenials,North America
